record_index,byte_offset,sample_seq,time_s,adc_raw_ch01,adc_raw_ch02,adc_raw_ch03,adc_raw_ch04,adc_raw_ch05,adc_raw_ch06,adc_raw_ch07,adc_raw_ch08,adc_raw_ch09,adc_raw_ch10,adc_raw_ch11,adc_raw_ch12,adc_raw_ch13,adc_raw_ch14,adc_raw_ch15,adc_raw_ch16,adc_volts_ch01,adc_volts_ch02,adc_volts_ch03,adc_volts_ch04,adc_volts_ch05,adc_volts_ch06,adc_volts_ch07,adc_volts_ch08,adc_volts_ch09,adc_volts_ch10,adc_volts_ch11,adc_volts_ch12,adc_volts_ch13,adc_volts_ch14,adc_volts_ch15,adc_volts_ch16
4006,144759,198787,1.6535,22940,22924,22898,22928,22884,22972,22932,22894,22800,22788,22802,22722,22708,22682,22758,22806,3.5003662109375,3.4979248046875,3.49395751953125,3.49853515625,3.4918212890625,3.5052490234375,3.4991455078125,3.49334716796875,3.47900390625,3.4771728515625,3.47930908203125,3.46710205078125,3.4649658203125,3.46099853515625,3.47259521484375,3.47991943359375
4007,144796,198788,1.654,23010,22982,22970,22998,22952,23036,22992,22954,22870,22846,22870,22776,22780,22746,22822,22870,3.51104736328125,3.50677490234375,3.50494384765625,3.50921630859375,3.502197265625,3.5150146484375,3.50830078125,3.50250244140625,3.48968505859375,3.48602294921875,3.48968505859375,3.475341796875,3.4759521484375,3.47076416015625,3.48236083984375,3.48968505859375
4008,144833,198789,1.6545,23010,22980,22962,22990,22942,23024,22990,22952,22862,22844,22886,22784,22778,22754,22826,22868,3.51104736328125,3.5064697265625,3.50372314453125,3.50799560546875,3.50067138671875,3.51318359375,3.50799560546875,3.502197265625,3.48846435546875,3.4857177734375,3.49212646484375,3.4765625,3.47564697265625,3.47198486328125,3.48297119140625,3.4893798828125
4009,144870,198790,1.655,22978,22958,22938,22958,22924,22998,22952,22922,22848,22834,22838,22780,22736,22728,22794,22854,3.50616455078125,3.50311279296875,3.50006103515625,3.50311279296875,3.4979248046875,3.50921630859375,3.502197265625,3.49761962890625,3.486328125,3.48419189453125,3.48480224609375,3.4759521484375,3.46923828125,3.468017578125,3.47808837890625,3.48724365234375
4010,144907,198791,1.6555,23002,22982,22958,22984,22946,23012,22984,22946,22846,22842,22858,22774,22744,22734,22794,22864,3.50982666015625,3.50677490234375,3.50311279296875,3.507080078125,3.50128173828125,3.5113525390625,3.507080078125,3.50128173828125,3.48602294921875,3.48541259765625,3.48785400390625,3.47503662109375,3.470458984375,3.46893310546875,3.47808837890625,3.48876953125
4011,144944,198792,1.656,22958,22954,22914,22938,22914,22992,22952,22912,22822,22804,22830,22748,22738,22706,22788,22812,3.50311279296875,3.50250244140625,3.49639892578125,3.50006103515625,3.49639892578125,3.50830078125,3.502197265625,3.49609375,3.48236083984375,3.4796142578125,3.48358154296875,3.4710693359375,3.46954345703125,3.46466064453125,3.4771728515625,3.4808349609375
4012,144981,198793,1.6565,22950,22934,22908,22942,22892,22980,22940,22894,22814,22790,22824,22720,22720,22694,22778,22802,3.50189208984375,3.49945068359375,3.4954833984375,3.50067138671875,3.4930419921875,3.5064697265625,3.5003662109375,3.49334716796875,3.48114013671875,3.47747802734375,3.482666015625,3.466796875,3.466796875,3.46282958984375,3.47564697265625,3.47930908203125
4013,145018,198794,1.657,22942,22912,22900,22922,22880,22964,22922,22882,22784,22776,22804,22720,22708,22672,22732,22810,3.50067138671875,3.49609375,3.4942626953125,3.49761962890625,3.4912109375,3.5040283203125,3.49761962890625,3.49151611328125,3.4765625,3.475341796875,3.4796142578125,3.466796875,3.4649658203125,3.45947265625,3.4686279296875,3.48052978515625
4014,145055,198795,1.6575,22938,22920,22900,22928,22882,22964,22926,22892,22798,22784,22806,22710,22710,22686,22756,22804,3.50006103515625,3.497314453125,3.4942626953125,3.49853515625,3.49151611328125,3.5040283203125,3.49822998046875,3.4930419921875,3.47869873046875,3.4765625,3.47991943359375,3.46527099609375,3.46527099609375,3.46160888671875,3.4722900390625,3.4796142578125
4017,145156,198796,1.658,22980,22958,22932,22950,22920,22998,22948,22920,22828,22818,22832,22748,22736,22700,22786,22836,3.5064697265625,3.50311279296875,3.4991455078125,3.50189208984375,3.497314453125,3.50921630859375,3.5015869140625,3.497314453125,3.4832763671875,3.48175048828125,3.48388671875,3.4710693359375,3.46923828125,3.4637451171875,3.47686767578125,3.4844970703125
4018,145193,198797,1.6585,22980,22954,22936,22964,22922,22988,22950,22922,22820,22822,22828,22752,22742,22702,22784,22838,3.5064697265625,3.50250244140625,3.499755859375,3.5040283203125,3.49761962890625,3.5076904296875,3.50189208984375,3.49761962890625,3.4820556640625,3.48236083984375,3.4832763671875,3.4716796875,3.47015380859375,3.46405029296875,3.4765625,3.48480224609375
4020,145262,198798,1.659,22922,22904,22890,22910,22872,22942,22904,22870,22786,22780,22804,22720,22692,22668,22738,22798,3.49761962890625,3.494873046875,3.49273681640625,3.49578857421875,3.489990234375,3.50067138671875,3.494873046875,3.48968505859375,3.47686767578125,3.4759521484375,3.4796142578125,3.466796875,3.4625244140625,3.4588623046875,3.46954345703125,3.47869873046875
4021,145299,198799,1.6595,22876,22854,22842,22868,22822,22904,22872,22830,22736,22718,22746,22650,22650,22626,22694,22748,3.4906005859375,3.48724365234375,3.48541259765625,3.4893798828125,3.48236083984375,3.494873046875,3.489990234375,3.48358154296875,3.46923828125,3.46649169921875,3.47076416015625,3.45611572265625,3.45611572265625,3.45245361328125,3.46282958984375,3.4710693359375
4022,145336,198800,1.66,22946,22920,22902,22928,22888,22964,22928,22888,22786,22784,22806,22722,22716,22688,22758,22800,3.50128173828125,3.497314453125,3.49456787109375,3.49853515625,3.492431640625,3.5040283203125,3.49853515625,3.492431640625,3.47686767578125,3.4765625,3.47991943359375,3.46710205078125,3.4661865234375,3.4619140625,3.47259521484375,3.47900390625
4023,145373,198801,1.6605,22950,22932,22920,22938,22912,22978,22942,22892,22822,22788,22826,22748,22736,22704,22780,22808,3.50189208984375,3.4991455078125,3.497314453125,3.50006103515625,3.49609375,3.50616455078125,3.50067138671875,3.4930419921875,3.48236083984375,3.4771728515625,3.48297119140625,3.4710693359375,3.46923828125,3.46435546875,3.4759521484375,3.480224609375
4024,145410,198802,1.661,22922,22904,22882,22910,22874,22932,22908,22870,22778,22784,22806,22722,22704,22670,22752,22798,3.49761962890625,3.494873046875,3.49151611328125,3.49578857421875,3.49029541015625,3.4991455078125,3.4954833984375,3.48968505859375,3.47564697265625,3.4765625,3.47991943359375,3.46710205078125,3.46435546875,3.45916748046875,3.4716796875,3.47869873046875
4025,145447,198803,1.6615,22932,22906,22880,22906,22872,22940,22910,22870,22766,22770,22772,22704,22672,22662,22722,22788,3.4991455078125,3.49517822265625,3.4912109375,3.49517822265625,3.489990234375,3.5003662109375,3.49578857421875,3.48968505859375,3.47381591796875,3.47442626953125,3.4747314453125,3.46435546875,3.45947265625,3.45794677734375,3.46710205078125,3.4771728515625
4026,145484,198804,1.662,22942,22920,22902,22922,22878,22948,22928,22886,22790,22784,22802,22716,22706,22678,22758,22800,3.50067138671875,3.497314453125,3.49456787109375,3.49761962890625,3.49090576171875,3.5015869140625,3.49853515625,3.49212646484375,3.47747802734375,3.4765625,3.47930908203125,3.4661865234375,3.46466064453125,3.46038818359375,3.47259521484375,3.47900390625
4027,145521,198805,1.6625,22976,22954,22936,22952,22922,22992,22954,22914,22816,22826,22834,22754,22734,22706,22796,22842,3.505859375,3.50250244140625,3.499755859375,3.502197265625,3.49761962890625,3.50830078125,3.50250244140625,3.49639892578125,3.4814453125,3.48297119140625,3.48419189453125,3.47198486328125,3.46893310546875,3.46466064453125,3.4783935546875,3.48541259765625
4028,145558,198806,1.663,22938,22912,22896,22920,22884,22942,22918,22874,22790,22776,22804,22714,22716,22680,22760,22806,3.50006103515625,3.49609375,3.49365234375,3.497314453125,3.4918212890625,3.50067138671875,3.49700927734375,3.49029541015625,3.47747802734375,3.475341796875,3.4796142578125,3.46588134765625,3.4661865234375,3.460693359375,3.472900390625,3.47991943359375
4029,145595,198807,1.6635,22946,22930,22902,22938,22884,22966,22938,22888,22818,22810,22830,22752,22736,22696,22782,22832,3.50128173828125,3.49884033203125,3.49456787109375,3.50006103515625,3.4918212890625,3.50433349609375,3.50006103515625,3.492431640625,3.48175048828125,3.48052978515625,3.48358154296875,3.4716796875,3.46923828125,3.463134765625,3.47625732421875,3.48388671875
4031,145664,198808,1.664,22940,22924,22908,22930,22886,22970,22936,22894,22800,22780,22814,22716,22710,22686,22762,22806,3.5003662109375,3.4979248046875,3.4954833984375,3.49884033203125,3.49212646484375,3.50494384765625,3.499755859375,3.49334716796875,3.47900390625,3.4759521484375,3.48114013671875,3.4661865234375,3.46527099609375,3.46160888671875,3.47320556640625,3.47991943359375
4032,145701,198809,1.6645,23002,22988,22968,22988,22948,23018,22984,22946,22872,22852,22876,22786,22776,22744,22822,22874,3.50982666015625,3.5076904296875,3.504638671875,3.5076904296875,3.5015869140625,3.51226806640625,3.507080078125,3.50128173828125,3.489990234375,3.4869384765625,3.4906005859375,3.47686767578125,3.475341796875,3.470458984375,3.48236083984375,3.49029541015625
4034,145770,198810,1.665,22948,22924,22900,22926,22886,22964,22924,22892,22796,22788,22810,22708,22714,22690,22762,22812,3.5015869140625,3.4979248046875,3.4942626953125,3.49822998046875,3.49212646484375,3.5040283203125,3.4979248046875,3.4930419921875,3.4783935546875,3.4771728515625,3.48052978515625,3.4649658203125,3.46588134765625,3.46221923828125,3.47320556640625,3.4808349609375
4035,145807,198811,1.6655,23002,22984,22960,22988,22952,23026,22990,22952,22862,22840,22848,22782,22776,22740,22816,22864,3.50982666015625,3.507080078125,3.50341796875,3.5076904296875,3.502197265625,3.51348876953125,3.50799560546875,3.502197265625,3.48846435546875,3.485107421875,3.486328125,3.47625732421875,3.475341796875,3.4698486328125,3.4814453125,3.48876953125
4037,145876,198812,1.666,22950,22922,22902,22932,22882,22958,22926,22890,22798,22778,22806,22714,22714,22688,22760,22806,3.50189208984375,3.49761962890625,3.49456787109375,3.4991455078125,3.49151611328125,3.50311279296875,3.49822998046875,3.49273681640625,3.47869873046875,3.47564697265625,3.47991943359375,3.46588134765625,3.46588134765625,3.4619140625,3.472900390625,3.47991943359375
4038,145913,198813,1.6665,22988,22972,22946,22968,22932,23004,22972,22932,22842,22836,22828,22770,22744,22710,22782,22840,3.5076904296875,3.5052490234375,3.50128173828125,3.504638671875,3.4991455078125,3.5101318359375,3.5052490234375,3.4991455078125,3.48541259765625,3.4844970703125,3.4832763671875,3.47442626953125,3.470458984375,3.46527099609375,3.47625732421875,3.485107421875
4039,145950,198814,1.667,23024,23014,22984,23008,22982,23046,23018,22966,22888,22880,22900,22810,22798,22772,22856,22882,3.51318359375,3.51165771484375,3.507080078125,3.5107421875,3.50677490234375,3.51654052734375,3.51226806640625,3.50433349609375,3.492431640625,3.4912109375,3.4942626953125,3.48052978515625,3.47869873046875,3.4747314453125,3.487548828125,3.49151611328125
4040,145987,198815,1.6675,22946,22914,22898,22928,22884,22954,22924,22890,22816,22786,22822,22722,22720,22696,22766,22806,3.50128173828125,3.49639892578125,3.49395751953125,3.49853515625,3.4918212890625,3.50250244140625,3.4979248046875,3.49273681640625,3.4814453125,3.47686767578125,3.48236083984375,3.46710205078125,3.466796875,3.463134765625,3.47381591796875,3.47991943359375
4041,146024,198816,1.668,22910,22894,22870,22880,22860,22930,22886,22856,22766,22770,22794,22698,22674,22644,22720,22782,3.49578857421875,3.49334716796875,3.48968505859375,3.4912109375,3.4881591796875,3.49884033203125,3.49212646484375,3.487548828125,3.47381591796875,3.47442626953125,3.47808837890625,3.46343994140625,3.45977783203125,3.4552001953125,3.466796875,3.47625732421875
4042,146061,198817,1.6685,22876,22856,22834,22854,22820,22886,22856,22814,22724,22720,22742,22656,22648,22616,22694,22742,3.4906005859375,3.487548828125,3.48419189453125,3.48724365234375,3.4820556640625,3.49212646484375,3.487548828125,3.48114013671875,3.4674072265625,3.466796875,3.47015380859375,3.45703125,3.455810546875,3.450927734375,3.46282958984375,3.47015380859375
4043,146098,198818,1.669,22906,22888,22858,22884,22848,22926,22882,22832,22754,22752,22766,22678,22668,22640,22720,22748,3.49517822265625,3.492431640625,3.48785400390625,3.4918212890625,3.486328125,3.49822998046875,3.49151611328125,3.48388671875,3.47198486328125,3.4716796875,3.47381591796875,3.46038818359375,3.4588623046875,3.45458984375,3.466796875,3.4710693359375
4044,146135,198819,1.6695,23038,23020,22994,23014,22982,23050,23014,22974,22882,22886,22890,22820,22802,22772,22852,22882,3.51531982421875,3.5125732421875,3.50860595703125,3.51165771484375,3.50677490234375,3.51715087890625,3.51165771484375,3.50555419921875,3.49151611328125,3.49212646484375,3.49273681640625,3.4820556640625,3.47930908203125,3.4747314453125,3.4869384765625,3.49151611328125
4045,146172,198820,1.67,22990,22970,22950,22974,22938,23008,22974,22930,22850,22840,22862,22780,22768,22736,22792,22850,3.50799560546875,3.50494384765625,3.50189208984375,3.50555419921875,3.50006103515625,3.5107421875,3.50555419921875,3.49884033203125,3.48663330078125,3.485107421875,3.48846435546875,3.4759521484375,3.47412109375,3.46923828125,3.477783203125,3.48663330078125
4046,146209,198821,1.6705,22904,22880,22854,22872,22848,22918,22882,22834,22750,22754,22766,22690,22680,22632,22724,22774,3.494873046875,3.4912109375,3.48724365234375,3.489990234375,3.486328125,3.49700927734375,3.49151611328125,3.48419189453125,3.47137451171875,3.47198486328125,3.47381591796875,3.46221923828125,3.460693359375,3.453369140625,3.4674072265625,3.47503662109375
4048,146278,198822,1.671,22866,22846,22824,22840,22806,22882,22842,22810,22698,22714,22712,22646,22618,22608,22668,22726,3.48907470703125,3.48602294921875,3.482666015625,3.485107421875,3.47991943359375,3.49151611328125,3.48541259765625,3.48052978515625,3.46343994140625,3.46588134765625,3.465576171875,3.45550537109375,3.45123291015625,3.44970703125,3.4588623046875,3.46771240234375
4049,146315,198823,1.6715,22924,22902,22880,22906,22868,22942,22896,22868,22756,22764,22776,22698,22680,22642,22730,22760,3.4979248046875,3.49456787109375,3.4912109375,3.49517822265625,3.4893798828125,3.50067138671875,3.49365234375,3.4893798828125,3.4722900390625,3.4735107421875,3.475341796875,3.46343994140625,3.460693359375,3.45489501953125,3.46832275390625,3.472900390625
4051,146384,198824,1.672,22950,22936,22914,22934,22912,22976,22940,22896,22818,22792,22834,22748,22738,22702,22782,22812,3.50189208984375,3.499755859375,3.49639892578125,3.49945068359375,3.49609375,3.505859375,3.5003662109375,3.49365234375,3.48175048828125,3.477783203125,3.48419189453125,3.4710693359375,3.46954345703125,3.46405029296875,3.47625732421875,3.4808349609375
4052,146421,198825,1.6725,22936,22908,22896,22916,22876,22946,22920,22882,22800,22788,22812,22722,22712,22680,22758,22802,3.499755859375,3.4954833984375,3.49365234375,3.4967041015625,3.4906005859375,3.50128173828125,3.497314453125,3.49151611328125,3.47900390625,3.4771728515625,3.4808349609375,3.46710205078125,3.465576171875,3.460693359375,3.47259521484375,3.47930908203125
4054,146490,198826,1.673,22868,22848,22826,22846,22808,22874,22846,22806,22726,22712,22738,22648,22620,22608,22694,22734,3.4893798828125,3.486328125,3.48297119140625,3.48602294921875,3.480224609375,3.49029541015625,3.48602294921875,3.47991943359375,3.46771240234375,3.465576171875,3.46954345703125,3.455810546875,3.4515380859375,3.44970703125,3.46282958984375,3.46893310546875
4055,146527,198827,1.6735,22886,22874,22844,22876,22828,22912,22874,22836,22746,22746,22748,22658,22660,22630,22704,22752,3.49212646484375,3.49029541015625,3.4857177734375,3.4906005859375,3.4832763671875,3.49609375,3.49029541015625,3.4844970703125,3.47076416015625,3.47076416015625,3.4710693359375,3.45733642578125,3.4576416015625,3.45306396484375,3.46435546875,3.4716796875
4056,146564,198828,1.674,23020,23006,22976,23004,22974,23044,23010,22958,22876,22874,22890,22806,22798,22758,22846,22866,3.5125732421875,3.51043701171875,3.505859375,3.5101318359375,3.50555419921875,3.5162353515625,3.51104736328125,3.50311279296875,3.4906005859375,3.49029541015625,3.49273681640625,3.47991943359375,3.47869873046875,3.47259521484375,3.48602294921875,3.48907470703125
4057,146601,198829,1.6745,22924,22904,22880,22908,22870,22938,22906,22868,22788,22784,22804,22718,22690,22672,22752,22804,3.4979248046875,3.494873046875,3.4912109375,3.4954833984375,3.48968505859375,3.50006103515625,3.49517822265625,3.4893798828125,3.4771728515625,3.4765625,3.4796142578125,3.46649169921875,3.46221923828125,3.45947265625,3.4716796875,3.4796142578125
4058,146638,198830,1.675,22998,22976,22954,22988,22940,23004,22978,22944,22858,22840,22870,22772,22772,22750,22820,22874,3.50921630859375,3.505859375,3.50250244140625,3.5076904296875,3.5003662109375,3.5101318359375,3.50616455078125,3.5009765625,3.48785400390625,3.485107421875,3.48968505859375,3.4747314453125,3.4747314453125,3.47137451171875,3.4820556640625,3.49029541015625
4059,146675,198831,1.6755,22938,22916,22890,22924,22882,22950,22914,22882,22802,22780,22810,22720,22714,22688,22760,22812,3.50006103515625,3.4967041015625,3.49273681640625,3.4979248046875,3.49151611328125,3.50189208984375,3.49639892578125,3.49151611328125,3.47930908203125,3.4759521484375,3.48052978515625,3.466796875,3.46588134765625,3.4619140625,3.472900390625,3.4808349609375
4060,146712,198832,1.676,22938,22928,22908,22934,22890,22968,22932,22896,22798,22776,22812,22716,22710,22690,22762,22808,3.50006103515625,3.49853515625,3.4954833984375,3.49945068359375,3.49273681640625,3.504638671875,3.4991455078125,3.49365234375,3.47869873046875,3.475341796875,3.4808349609375,3.4661865234375,3.46527099609375,3.46221923828125,3.47320556640625,3.480224609375
4061,146749,198833,1.6765,23012,22988,22974,23004,22958,23038,23004,22962,22884,22852,22898,22814,22794,22764,22842,22878,3.5113525390625,3.5076904296875,3.50555419921875,3.5101318359375,3.50311279296875,3.51531982421875,3.5101318359375,3.50372314453125,3.4918212890625,3.4869384765625,3.49395751953125,3.48114013671875,3.47808837890625,3.4735107421875,3.48541259765625,3.49090576171875
4062,146786,198834,1.677,22978,22960,22934,22962,22930,22994,22952,22926,22818,22836,22840,22768,22742,22708,22794,22842,3.50616455078125,3.50341796875,3.49945068359375,3.50372314453125,3.49884033203125,3.50860595703125,3.502197265625,3.49822998046875,3.48175048828125,3.4844970703125,3.485107421875,3.47412109375,3.47015380859375,3.4649658203125,3.47808837890625,3.48541259765625
4063,146823,198835,1.6775,23002,22980,22958,22986,22948,23010,22982,22940,22852,22848,22858,22780,22744,22736,22796,22852,3.50982666015625,3.5064697265625,3.50311279296875,3.50738525390625,3.5015869140625,3.51104736328125,3.50677490234375,3.5003662109375,3.4869384765625,3.486328125,3.48785400390625,3.4759521484375,3.470458984375,3.46923828125,3.4783935546875,3.4869384765625
4065,146892,198836,1.678,22990,22970,22954,22980,22942,22998,22976,22940,22854,22850,22870,22786,22776,22736,22804,22868,3.50799560546875,3.50494384765625,3.50250244140625,3.5064697265625,3.50067138671875,3.50921630859375,3.505859375,3.5003662109375,3.48724365234375,3.48663330078125,3.48968505859375,3.47686767578125,3.475341796875,3.46923828125,3.4796142578125,3.4893798828125
4066,146929,198837,1.6785,22958,22950,22914,22936,22916,22984,22940,22904,22822,22800,22830,22746,22736,22702,22778,22812,3.50311279296875,3.50189208984375,3.49639892578125,3.499755859375,3.4967041015625,3.507080078125,3.5003662109375,3.494873046875,3.48236083984375,3.47900390625,3.48358154296875,3.47076416015625,3.46923828125,3.46405029296875,3.47564697265625,3.4808349609375
4068,146998,198838,1.679,22952,22940,22908,22938,22910,22976,22946,22894,22816,22788,22826,22740,22722,22698,22772,22802,3.502197265625,3.5003662109375,3.4954833984375,3.50006103515625,3.49578857421875,3.505859375,3.50128173828125,3.49334716796875,3.4814453125,3.4771728515625,3.48297119140625,3.4698486328125,3.46710205078125,3.46343994140625,3.4747314453125,3.47930908203125
4069,147035,198839,1.6795,22896,22882,22856,22880,22842,22920,22876,22846,22756,22752,22768,22690,22678,22634,22718,22774,3.49365234375,3.49151611328125,3.487548828125,3.4912109375,3.48541259765625,3.497314453125,3.4906005859375,3.48602294921875,3.4722900390625,3.4716796875,3.47412109375,3.46221923828125,3.46038818359375,3.45367431640625,3.46649169921875,3.47503662109375
4070,147072,198840,1.68,22958,22942,22912,22936,22900,22978,22940,22898,22822,22816,22840,22750,22740,22704,22782,22838,3.50311279296875,3.50067138671875,3.49609375,3.499755859375,3.4942626953125,3.50616455078125,3.5003662109375,3.49395751953125,3.48236083984375,3.4814453125,3.485107421875,3.47137451171875,3.4698486328125,3.46435546875,3.47625732421875,3.48480224609375
4071,147109,198841,1.6805,22920,22900,22878,22902,22866,22938,22896,22866,22768,22780,22802,22714,22686,22672,22754,22798,3.497314453125,3.4942626953125,3.49090576171875,3.49456787109375,3.48907470703125,3.50006103515625,3.49365234375,3.48907470703125,3.47412109375,3.4759521484375,3.47930908203125,3.46588134765625,3.46160888671875,3.45947265625,3.47198486328125,3.47869873046875
4073,147178,198842,1.681,22972,22952,22928,22942,22916,22990,22946,22900,22820,22812,22828,22752,22740,22704,22784,22816,3.5052490234375,3.502197265625,3.49853515625,3.50067138671875,3.4967041015625,3.50799560546875,3.50128173828125,3.4942626953125,3.4820556640625,3.4808349609375,3.4832763671875,3.4716796875,3.4698486328125,3.46435546875,3.4765625,3.4814453125
4074,147215,198843,1.6815,22950,22942,22914,22944,22912,22978,22944,22902,22818,22806,22834,22750,22736,22700,22782,22830,3.50189208984375,3.50067138671875,3.49639892578125,3.5009765625,3.49609375,3.50616455078125,3.5009765625,3.49456787109375,3.48175048828125,3.47991943359375,3.48419189453125,3.47137451171875,3.46923828125,3.4637451171875,3.47625732421875,3.48358154296875
4075,147252,198844,1.682,22878,22848,22836,22856,22820,22880,22860,22820,22726,22712,22742,22650,22646,22610,22694,22736,3.49090576171875,3.486328125,3.4844970703125,3.487548828125,3.4820556640625,3.4912109375,3.4881591796875,3.4820556640625,3.46771240234375,3.465576171875,3.47015380859375,3.45611572265625,3.45550537109375,3.45001220703125,3.46282958984375,3.46923828125
4076,147289,198845,1.6825,22864,22838,22820,22844,22806,22868,22838,22804,22694,22714,22730,22640,22618,22598,22664,22720,3.48876953125,3.48480224609375,3.4820556640625,3.4857177734375,3.47991943359375,3.4893798828125,3.48480224609375,3.4796142578125,3.46282958984375,3.46588134765625,3.46832275390625,3.45458984375,3.45123291015625,3.44818115234375,3.458251953125,3.466796875
4077,147326,198846,1.683,22886,22860,22836,22870,22820,22908,22868,22828,22734,22724,22740,22654,22648,22622,22698,22744,3.49212646484375,3.4881591796875,3.4844970703125,3.48968505859375,3.4820556640625,3.4954833984375,3.4893798828125,3.4832763671875,3.46893310546875,3.4674072265625,3.4698486328125,3.45672607421875,3.455810546875,3.45184326171875,3.46343994140625,3.470458984375
4078,147363,198847,1.6835,22958,22944,22920,22942,22912,22978,22946,22894,22822,22818,22826,22752,22736,22700,22788,22838,3.50311279296875,3.5009765625,3.497314453125,3.50067138671875,3.49609375,3.50616455078125,3.50128173828125,3.49334716796875,3.48236083984375,3.48175048828125,3.48297119140625,3.4716796875,3.46923828125,3.4637451171875,3.4771728515625,3.48480224609375
4079,147400,198848,1.684,22948,22910,22904,22928,22886,22962,22924,22890,22796,22782,22828,22722,22718,22696,22766,22806,3.5015869140625,3.49578857421875,3.494873046875,3.49853515625,3.49212646484375,3.50372314453125,3.4979248046875,3.49273681640625,3.4783935546875,3.47625732421875,3.4832763671875,3.46710205078125,3.46649169921875,3.463134765625,3.47381591796875,3.47991943359375
4080,147437,198849,1.6845,22928,22916,22884,22914,22872,22936,22912,22874,22764,22780,22796,22708,22684,22666,22748,22782,3.49853515625,3.4967041015625,3.4918212890625,3.49639892578125,3.489990234375,3.499755859375,3.49609375,3.49029541015625,3.4735107421875,3.4759521484375,3.4783935546875,3.4649658203125,3.4613037109375,3.45855712890625,3.4710693359375,3.47625732421875
4082,147506,198850,1.685,22950,22924,22912,22940,22894,22972,22942,22896,22802,22788,22834,22722,22722,22694,22778,22804,3.50189208984375,3.4979248046875,3.49609375,3.5003662109375,3.49334716796875,3.5052490234375,3.50067138671875,3.49365234375,3.47930908203125,3.4771728515625,3.48419189453125,3.46710205078125,3.46710205078125,3.46282958984375,3.47564697265625,3.4796142578125
4083,147543,198851,1.6855,22856,22832,22818,22832,22802,22872,22826,22794,22694,22700,22712,22646,22616,22586,22660,22722,3.487548828125,3.48388671875,3.48175048828125,3.48388671875,3.47930908203125,3.489990234375,3.48297119140625,3.47808837890625,3.46282958984375,3.4637451171875,3.465576171875,3.45550537109375,3.450927734375,3.44635009765625,3.4576416015625,3.46710205078125
4084,147580,198852,1.686,22996,22974,22960,22982,22938,23004,22980,22938,22856,22842,22864,22776,22766,22734,22798,22866,3.5089111328125,3.50555419921875,3.50341796875,3.50677490234375,3.50006103515625,3.5101318359375,3.5064697265625,3.50006103515625,3.487548828125,3.48541259765625,3.48876953125,3.475341796875,3.47381591796875,3.46893310546875,3.47869873046875,3.48907470703125
4085,147617,198853,1.6865,22924,22900,22882,22906,22870,22942,22896,22866,22772,22780,22800,22716,22682,22676,22754,22800,3.4979248046875,3.4942626953125,3.49151611328125,3.49517822265625,3.48968505859375,3.50067138671875,3.49365234375,3.48907470703125,3.4747314453125,3.4759521484375,3.47900390625,3.4661865234375,3.46099853515625,3.4600830078125,3.47198486328125,3.47900390625
4088,147718,198854,1.687,23002,22984,22952,22980,22942,23002,22980,22942,22850,22846,22840,22770,22746,22732,22790,22848,3.50982666015625,3.507080078125,3.502197265625,3.5064697265625,3.50067138671875,3.50982666015625,3.5064697265625,3.50067138671875,3.48663330078125,3.48602294921875,3.485107421875,3.47442626953125,3.47076416015625,3.4686279296875,3.47747802734375,3.486328125
4089,147755,198855,1.6875,23010,22986,22962,23004,22954,23034,23000,22958,22870,22850,22886,22786,22782,22750,22830,22874,3.51104736328125,3.50738525390625,3.50372314453125,3.5101318359375,3.50250244140625,3.51470947265625,3.509521484375,3.50311279296875,3.48968505859375,3.48663330078125,3.49212646484375,3.47686767578125,3.47625732421875,3.47137451171875,3.48358154296875,3.49029541015625
4090,147792,198856,1.688,23006,22982,22968,22990,22942,23008,22984,22948,22862,22846,22872,22784,22774,22746,22822,22868,3.51043701171875,3.50677490234375,3.504638671875,3.50799560546875,3.50067138671875,3.5107421875,3.507080078125,3.5015869140625,3.48846435546875,3.48602294921875,3.489990234375,3.4765625,3.47503662109375,3.47076416015625,3.48236083984375,3.4893798828125
4091,147829,198857,1.6885,22920,22894,22876,22898,22862,22940,22886,22860,22762,22770,22774,22708,22674,22642,22728,22780,3.497314453125,3.49334716796875,3.4906005859375,3.49395751953125,3.48846435546875,3.5003662109375,3.49212646484375,3.4881591796875,3.47320556640625,3.47442626953125,3.47503662109375,3.4649658203125,3.45977783203125,3.45489501953125,3.468017578125,3.4759521484375
4092,147866,198858,1.689,23030,23014,22984,23006,22978,23052,23004,22962,22886,22880,22900,22812,22798,22766,22846,22878,3.51409912109375,3.51165771484375,3.507080078125,3.51043701171875,3.50616455078125,3.5174560546875,3.5101318359375,3.50372314453125,3.49212646484375,3.4912109375,3.4942626953125,3.4808349609375,3.47869873046875,3.47381591796875,3.48602294921875,3.49090576171875
4093,147903,198859,1.6895,22982,22966,22948,22970,22934,22994,22954,22926,22852,22844,22836,22776,22746,22716,22796,22854,3.50677490234375,3.50433349609375,3.5015869140625,3.50494384765625,3.49945068359375,3.50860595703125,3.50250244140625,3.49822998046875,3.4869384765625,3.4857177734375,3.4844970703125,3.475341796875,3.47076416015625,3.4661865234375,3.4783935546875,3.48724365234375
